ID,label
c629f264f86f408992d23fc8c41a731a,1
1f4a5da6395f4d208337ec721953de49,0
75599d8b86af439a8cd47cfcccc730ec,1
88624411ca8548959243617767f7a582,0
60e2136f27534749942371395787815a,0
0cf8708e4b1d40838db304da897d15ba,1
aa91b063578543b7b79e819ca3b4b51d,0
1d51d1eca4314fd9b36432231066fe13,1
ff289dff412942bbbd524e31bbd7161b,0
9a6b818477154c59b6b8cd9c2138a52a,0
8506b92ad4154a92b5539779abb19722,0
f3ba99e8102d4834bd00024e8c595d94,0
4f49336026e04ff9b78f7b3f395822ff,1
b69613f2d3224e46ad99eed94333f67c,1
60e65a391c724d2daaa7aca3752a8cd8,1
53b3f371f7c34db1a6b1b0b04f5be364,1
ab99ed59676a4faf894c6053a01b1ead,0
552ae0216a424060bff4e01eb70db77f,0
72051d89daaf4702bbc42b3f5e36ae3a,0
10b4a49769644b20b42d94959e4b2e4b,1
8b5ddbb16fdf42c08756afbc3f5556c9,1
ab82c1dd071e4495a8ad2569320a9e1c,1
a6f9f669b0c94972bb9878650fa0e249,1
1c37d0cb7b63439394c794b6486d86fb,1
fda203b659274a1f9215a2eac1b13b97,0
2a61fd9deb5f48d8b079cfa7043c02ae,1
08b860f48057447eb59cd84f48e082bb,1
fa2dfd4c6a484fdebc3e58d946792429,0
662bcf154c2b46618a8314c3c5411222,1
dc43c43d09f34804a0d24ce700c0ec01,0
f6a6a13ab04d4bf5af70f14a8d617684,1
8011801fa2fe4c29827d81666f3f22df,0
753d999f3f3f4503ac692d7b16fa9990,1
f31fac10b7e6444382bcf939681f711b,0
53094ad6ffdf4f7b9c3b6da74e603ab6,0
696ac68163fe4e638f22d7340510c074,0
ce1a8880c2ed4050b7a9121e77132cb7,0
2b6b2614c19e4c878f1fdb6f8ab09775,0
e51ab51a58db4ce7a664809796061909,0
b1d65d2dc1d5458a8f1b36ec1503dfa8,1
e1b9da5ea6334e42b36e1d105cf764e6,0
46678557e2c348e3acb305e15bf353a1,1
e6f6cc6102e441e78351bd9bacb70e0d,0
eec398f794354709aff8c6a025fe3f1e,1
b4b4dec2e5124c92b38a47d0e03e1c66,0
69f444b469124202833577227f21e539,0
32457c91b1eb4c9faba22c4f50a6c9ca,0
53b9c3839ec840feb391d4e4c1091e91,1
7ffd00c0f9fd4930a1614205a9e496e9,0
03ca4bf3d1fe4b15bcb73daff3fef383,0
d0a6a0a261d441fcb8a82bf04bad7327,0
00691d591c7d4557a3fc332a94553811,1
7c0d0d5b1ba04af4be1e095d9952dbd9,1
d6fe49a754974f11920f0629bd447fa4,0
62e2fcc08b544a498bd8e0c4028410bc,1
8cf1e86dc8794f39a2758ffe50b79626,0
c14f04129d654bc4ada15d56df17976f,0
9ba89f97efef4928970d094c75dfb398,1
4f4eed3eb55442b180c49d7c8f38f347,0
845a16e310d94a6da5504a8316061d2c,0
f70392938a1441729303d4e00ea4905d,0
d2cae8833e5d4e56a705e9624d2f2b68,0
84510bb12810495887936c08085e2ccf,0
18a3130ab6c64c91a7aaebfc593cc63a,0
45702d59a39b41788ca967c9e64741b0,1
b9aa40b8f0ba4edfb03229b84c7c9641,1
81057e2ae9604a2c8b4609a33bb96a8d,1
9bab51328bee4ddaae97fe4e6d9335f8,1
f840be65ed774d9792f90d06dd67d817,0
972fdbdc481b45fcb54d0d69ba260300,0
cfc0517c70d34eae91d341e947e2b788,0
a799bcb4576c48bdbe39e84d010558e4,1
ac71fe1448264d409e09ecff18450df9,1
97cc70810e0948d2af7fdf44147d61c7,0
705250be18154666898fbefab80948b2,0
24d51f6458a44d70b95c1f608e8cd6ed,0
892556f233af4d1ca8e6d188eaac2f7f,0
e9750595624a45fdb25d7f6b9ea8d1fb,1
6cbb5e3c024f4fbe952326abfdcda547,0
a1034c8dc26c4bf0b2142e822fa79d53,0
63c6ecf2fbcd46958d0b89594ca10f49,0
4b53d693360c4fdb839a622a5d5138c6,1
1397e662187b47468d63cd4b9deea9df,0
307a3d08ad8e41e2ae6a1d49c2448f02,1
9063003ef2d9437c80b1b1df93bbfa22,0
9004a2a2d4a54b6ab7c6a55685c4c1b4,1
c6ae491ee7ac49669a20d9d17cf05c60,1
5a144bc3d2e74d7787b155a1fde63aea,1
d96f70d4658446218ce65bc628b3dde6,1
e13895a301884f50b61e076b0fdf7f39,1
9cdc6ce9fc7d4505b1f4f42be11dbf7a,1
7988310eaa874fd0a5ac5bedbbbe6c62,0
0a9ba2428cf042cf8581caa8fb6e99e4,1
a4692a25f3b84d3eab7f09addadd781a,0
96bbcb929fd3497cbc34f41fd44ea53e,0
689221c5f4ec44bab3db2d875d2fd24d,1
dd687e2928c741b5a71816d117ce9814,0
141d064ff6fe4d9ea14718f5aba1791f,0
596f679b9a0449a6b52c62ddece93045,1
2618d7b82a0748b4b9fd5f7d432c0049,1
3d48989c8fcc431fadfb08192db97ead,1
1647c40ed6a94a21a1060a5a29097ef9,0
deba9fede170469688185f2f0bfde3db,0
3690ff2741684b22929439ced6ae2e48,0
c145f746abae47d7b0f85bede30380bf,1
c83c99b585014a008a635c0687ff4587,1
55457e6c767d44b286cf3aacacd9b732,1
97190a4a09de483996dcd122872399b5,1
dc09dabe4c5d41feb76261d0e3602f8f,0
74204c2177a24a9a976aa76469f3b3c0,1
c9ed8ca96daa4b7290b09ee838f620d1,0
72883699452043fbb2b931caed7a4951,0
d93f4298aa2847559290b89219e08ce9,1
8a0fb636049b47248bbee4e5f1efe343,1
a2b4f83b770c42e5921ef0250dda5727,1
77785bff745e4eaaa8c7dd0e1b39e5fb,0
9df1e8e8e5e548a583078f4ff24dff1c,1
f62f59ac66404e88bc2f64f59ef06c3a,1
3c92fa85b72d40a98d36cf64181d5bb7,1
5b8a9bed768f4d209c5a425a13b79be7,1
ae0948909ad2461eb7d8ee5c06e08dc4,0
9f07599339a44b71a1fce50d21655ea1,0
602f1f82af8348258c7e72a614500e2f,0
52b6b3847d814448a79c4479981bb24d,1
a2f7177d1ba1458a907f225430b5df1c,1
516e7030b8184e128a91b5fc7ee2414d,0
7e44d0ddbdae4a23b45bafd75909b214,0
02fce2219f7646adbe602357c4ef5166,0
531e7f6a9aaa4354aa7438749a86e0c5,1
1a24c6246fff4991856691da2cdac241,0
a8b91229a5024416afe824b97acbb83e,0
0643ba8c2ba14402bb3b0880b79a8dde,1
8eeb1b0b38f9491f96b34b273c44c5da,0
e4797549c46245259265e2f8b7369892,0
1cf6f467e8524181a92dd48ba7ff0fd5,0
ebdf1303162846bfab3307aa00481577,1
ba6d26689ac243b5b06e369e5278cf84,0
ab3920f3e90b41caa965bc5c0e1daba8,1
f52b2ec22e364915b6d328dd55c4c034,0
7acab166d549474697f22cad8dbddd1a,0
686cd75936f040b5af87795f7ee1b8f0,1
7fbafc699c444408a14203e789548894,0
9f5f00a601a74787a347c9103b0e7240,0
657ee64c7c5d4922921b0b54decaad51,1
7897f055d67c483196944248ccb6a81d,1
d32a996f70e84959a8df845a81687879,0
eba11b833af7488bb2349a6f36ce3329,1
745c0aed8a894461b636cee84a80668c,0
058fd31479bb4237a48c6cd1a2c954b4,1
02f470434fbe40c4a2c230d4d678002e,1
9bc8992fd35a4d6cb5041d7cbf72e54f,1
e12e1341ebce4b1f8fa4301a63a06014,1
17ad86ee804b426bbcf6124146178751,0
c90e4a11c1a0494c82b6b6b558d3a209,1
8c72ea6783d74d7d83a52bdd93733a04,0
92499028f39c44d699baaee9ec89b616,1
ab680864885f48509c5ea1c43accca06,0
4b6120cfe94b46ab93a430eb7929ede5,1
75adbfe2f6cf458aa56e6eb476c1fa64,1
fbecd2477b3845d58bc5d74edb491020,1
0bc03b123116411599e576f1abb8a721,1
09332ada9027427696fea229d262d727,1
8c1ae0b03dc14ced8ed18be8bd02897c,1
6a97a654da3c446d96fb624e63d36937,1
54b33ba5966e49159c9f857a674d3644,1
3ea456b72e414e2c8496a37fdbda7fa3,0
6e2f9863ad574f17ad4ade55b0deeee5,0
07128822d7364bbab9f063fcda66afc7,1
f5635b38848447cabb6eddee2aaacc03,1
a355f32dd18a40daa41d38e9e83b06d2,0
faa68224911b48779f466d372e7db2e2,0
624be2dbe58842b5a03c38752ec70714,1
cd96b39d1b974482a723740c02746ba9,1
c03a31a30982462390bf24d834df7385,1
782367ee4c6a42ea9f6ad9f82f9ce21e,1
7df43727d246415e851c8373574860eb,0
4d77e831d3504054920f1356f69f403d,0
e715c4cf2a2740b1b74c8329923b6a92,1
f2177428f0694b5f8213e6decfb4ae13,0
4c534c2410324d88b8f31ac20bd8b0e8,1
39ce1f5d2b2e4d4e950c4af4b04a7b7d,0
4f559fd0a92041bfbcb73b348d4d1566,1
b921be9570374ec68872b4ca4a608db1,1
a786d702c3e8461f9bc6dd86adb0cb2b,1
c721702ec0c54af48815fbd2e9fdd089,1
fd120a595a624c41b03bc1adfe177370,0
8a65a75f6deb4f57b19bffb3f6e6e466,1
b29f2297f28747479b801f006209932f,0
d00b16971214448699027e4a8cf22ae8,1
fcfca90d1155427db851380f6ab4f10b,1
15cc3950076f4b75a4bf985d72575d47,1
c3e045ff76864872b062da071e33cefc,1
4f070c5f5869417f89f0f19220be4596,0
3931bd35127641fe8276557cdc9b6a66,0
516ff3c6178f4b2dbe9a4c0e64cf08ce,1
a566a4b9a91340469c5b436637e29ba6,1
d83f022303964986a24092fe7b19dc5a,0
988de60e05874ca885d2532ec19553d0,1
0b098347afc14e3aad701602caf510d6,0
0827f691ca7e4951b1e5cba24844e040,1
31078cafed54445b989f2790eccdf986,0
db5f071602064cb3996dac2fcdd87787,0
c5f3f396ec33465daddf7f7e539cf8eb,1
49ba57fbad9d4af2986d6c5f44199106,0
95c4aef9e0cc44a5b6c3b9aa51ffd3f7,1
777c87693c1b407ca2279690db8d1b9e,1
9be67af0a79841ed86e4e79f32d3d445,0
88373196bb344a39a39a61a04ef412c0,0
88fe8a5eb8624b2eaa185f5708992257,0
ee1b458865134edba93f264d6a58eacf,1
59c2cb0d39044516b91a1917e3cc325d,0
0157c2bd540144a2ae3a5b1643999a3a,0
ade2888ff0b742be81def1cd14c4d0d4,0
3c0b45238172420f9780a9368e5fca0c,0
ec32ab30212b4f0e971df74259d2d4b9,0
f2e1ae043c2642f9b61b1c9b1de20ee3,0
29a7f890e5974c50bf596931d0cf1bcf,0
5d1574f53f3548b2a464f72e1882341b,1
0735ab9c30074a79bfc77505d38236a2,1
fc9bebbe232d42ce8cd5bb0563dbebd6,0
33793db2e60e4f10865193a7aa644750,1
7e157e3b4e714d7eb70e1301da7bd782,0
1c52accdddbb48edb2da14b7361e3f59,1
794d820f6969450db093b8258cb90e1b,0
67a59041771c4acb957921768aeeb18d,0
2fc96d1596dc411d9df5f70b8d6b1361,1
05c0aef308e5406198669b103d1cb594,1
85f4733a75fa41eb894b0aa8993e90c8,1
cb7f96fcdf11416384b5b2e83ecaff00,1
5aa2fcd952994d1c9b8a43a65ae5414b,0
4c73a1b70e1c4caf976da0c6a11e7299,0
a6ab572587754e6394ffce725f15d5a9,0
4fd5e0f764be49f9a97b760a9605340d,1
bd46fe69947540b39b5cfc0b3078a725,0
9e58e26df584437abb3afb833e6f93b9,0
9ac7fabb46b84800a0f71a038c4e6a59,0
4ee7e9f8ba344493acbd8ce0b27fedc3,0
d748baa3b59f45df8b28bba6a26cec02,0
cdfdc73dcdbf486b8a141eeae218ef92,1
62b69c7a96dd46e69b671502f0dc8468,1
a1bbcd6ea43d47febc1eec65c1880255,0
01456beb9b4a4be38c09170f23cffde4,1
501269b5b8a8403b9fd113a4a4798573,0
cb2db2721e8f4165b76f58b686ad08ff,1
3886e02ed06a4f21a03f5077ac8633f3,1
e9bb479b60f74c0294301e94434aa7c9,0
d5b9f65e492f44d9b513e919b885739b,1
297ad3ddadfe4f03bb208ae9bda00c22,0
b2d1aa700d0e45de9d07e800fc35fd30,0
dbefa2dd608a4a62b249eec29494e280,1
d9bee5ccbdf046bdb370d06bd78aaa6b,1
f132f82795a946b287351e5725498f2d,0
5075ee0744a441e5aac4b8291252fbb7,0
38179c3fbb8340deb092eefa2e298dbb,0
8b50475d9a3548f9bdfd898ed1ef7bdb,1
6784e3c5b8844db49cf7bd684ebab46e,0
1590655e368340d3b76762b675cada07,0
c80750821a9444c28597701ab1816c84,1
fe620587caa94c238bb2ef546ba13c53,1
cda2f5e89bd54792b54b2ec4704064fb,1
f11eeb6c924f4600ae127fa21afeb1fb,0
7cad8863e6084ad09163f12ad9bfa8fb,0
be600b3b422b4e31b68d58680bfe6ffa,1
76eb8a89671844b1be0d51e36395300d,0
b58006c7c88448b4903d76fbee8d53cc,0
1aefadf905cd4291a8f65a190359c820,1
4858f2f2a140462a93aaea2b1b3621a2,1
0b4b425eacec48e8a1f94b85fe9bb187,1
f861772557d049e99729a88fa3732cd5,1
d9e614282742494095f33e9cdda9aabb,0
91e8c1bc3a25400b84046a55344f7e57,1
490f6ffba5974fea82536046aca367ad,1
ca5d531f16b64a4a9501fbc468a6289d,0
31cf92dfa69c47f992823db7d7d7e23b,0
bcf1d23da3ee48238bb9ec0b2c602cc6,1
58076932de294c159498bdc1cc57c489,1
7522ff1784174df098d5edbb35a5e011,1
f66120d49c4b46ed8a0c994cc820f5a9,0
85344752a2bd448c8923725993032457,1
212dc27f6922457b9e7b8c58b5b9a1d5,0
98585b21cc914b03ba1756ac855c5e68,0
d33d8cf5a23f47ec878927b38b2400f7,1
c95d1a9197b1485b828439d0e12bc628,0
b5320f8c0eb24b1aa14bd20f8bd0a265,0
6991138f8a124a4296fe7f47cede0808,1
606816a669394e4593d4fc74dcaee496,1
8906e8388af64852903e7ab697db5bbc,1
2a5a3568aba34312aaa9d2fcda55b1cb,0
c26d9cb97b0c4f2fbb6ad109957516ac,0
0ece4b25e37e4c0fa09634e2abe33b31,1
2dfceaf3b0374226b471cb99511e045e,0
e1b0776761744412b00c1e952e14be86,0
407315f7b68f4876946ad9cce1af6d39,0
a53b741cdbe146588498543809f10d12,0
076a3d88a453422483ecbe6e65819875,1
55d38d72bf1641ae93a31a897a994a6e,1
e5cd22f7a3bb4955b2d4bb2e09e85f50,0
64fd8e5d2a5c43bbb9294e440c3bd737,1
a24ba3b421794f798253ddcd61440a1f,0
76145aa1df3a4719a2f2999a6e9caa8a,0
d13ee45284214e3aaae8bb6cb0a568e3,1
79016d59e5b6452b91c8f90073eecc2f,0
57637a01116648db8d3e3adc1398361c,0
e1add4e36ebd4a2487ab3eda47da8b02,0
1912416207e24d8bbe79248a577c0305,0
0623962f39bf4a728320e7216fa1e224,0
51eeae10b2b54b4d8b1a7deec2c128bb,1
e31ebec0be0b4b68acecdd908e153a66,0
b2d6d6495aa8418f98d03a257deef1d2,1
4e3f811ff8994780b74e9366f1d33e93,0
402871a8072e4c3888518eec5fe7fa8f,1
b230e6aa0852422695617de359512a5c,1
5e5de7fbf6ef4cf7a3021366487d5bf6,1
26c17ea35c4d49d992b9c8b570aca6ca,1
daf7072735ec4515a83d765ab38c2291,0
776766dc564f4193970c2787e0e44104,0
190a018e2e974a4486944791006d6560,0
961a5f5fd85a4189b7e11ace0d55f172,1
dd8aa52fe4904e97b2f7a903bfb4e8de,0
c6989d272aa342f5bcb7dac0ba89c159,0
7178e654842e4781af6a9b48aa624e94,0
98005786bb114a549e014e847e9d55f7,0
a3f50198908848d19aaaadb88a0e278e,0
f3875f6743e04f49b5e2bdda6a465f76,1
acd4ae5350034bb0a97c8c25b7357e91,0
83f79b11536d44448adf5431de7a90f2,0
771f279851d044fa8bdd579e50caa837,1
9773ce412c374195af77b108c8d35311,1
50562f76d9c641fabcc670d72b717006,1
b2864d1112f34c3daab6520c0b7c9c9e,1
d56a0877224040139498c706957b06fb,0
44499c0b39cf4cfc81d7c886401b36d4,1
15371ba68b2e4c71989fd6e18b195da7,0
438f4aba74dc4030a9c19c6838e5e4a9,1
217b33d3411c4a48b84a361b5e33aee4,0
af5a802550c24b7fa74a7abce5aa0107,0
0dbeb5f7bc934ed0ac1d5e0c3d2f7048,0
eb6a312cad044ab6a1f014d0a212a598,1
630bfd467e7041408e20aa6ef39278cc,0
1e2cb7bdb1ca48e7acd0b735aec8755b,1
8781ad6b8e99437cad4e2ae3cd2649cf,0
35913afb3fdb429a921a085b74a5daec,1
f6652b014aa8484da236055d05407201,0
fe589d4ceaf24d53b9608aea4ea24edb,1
7d11264ec51c465d89c2b36b8873348d,1
b6852f45e5d547b9b741f289be9d99a1,0
dc8ea1842a0b41fab882aab5b12ca842,0
9d0cb07b6ca544769eaaa5306cec17ab,1
901b1b57ebaa450090655d113f37aa60,0
ff2dd56ae9c4445aa57f0173abb39348,1
cd422dbea165417ea8c7770e365dd863,1
ce4a7e3d04174d82be0fdc64f23576e8,1
750fd23a3b2d40bf9efe56a9e1f97526,1
c85f5c936a22494d9ea72061ea259997,1
80256d0e65444a678ef0e2e8a183740a,1
83ef5eca5af445dd8e0522a2b98e3807,1
91a290b5fb1a4c8d99e3138f90085abd,1
49fce746ed08453683d14a21c34f2c1f,0
03481922a10c4e7ba9166b0c31a4962b,1
1aafd0f229bf4b859755074cec28ee2c,0
ba8998b1c36a44329c5fbf76371b44d9,0
4438bd734303404fab4e4c3649f922ce,1
76736b70c1ed491b92b3646e4f9522e5,1
6f6e844ff60744138d05e406de067057,0
4b8d110ceb014f0a83980f3d755e0d11,0
ec5108ac17e74178bc8236b432071f10,0
c09610f0afd8403f846da4bf942ef22c,1
34f31d1d8002410d9f2aa50a5420be63,0
dc93ce9acf0841d2845af38fab251d48,0
246fbd4e3b424badac6487db6c002ad1,0
95894b9677384ab6b5f6c8c5a654964e,1
9773753d85d04f6faa2adc552f55474e,0
6326ec9902674f9d84d8a26bea1ebf52,1
a58f0462dd8441cbaf31ef87749a0e18,0
8dfb103509124999ac1b4c48ba383ccf,0
e48490257901429b8601337d0c6e1716,0
5787a3bcabfa4d449b7758f5708e5e2b,1
3dbac116ed9b48b0872e7aeb57a05b3e,1
b46a3167271c40808498f1b30406b22f,0
9d50283360d14673b01129a81c1a02fc,0
039a501f85724168a68a2d738486df8b,0
f52ed6a6e1354b959505b5a7e152b73d,1
f34e80d3689a4546bb8785ce14a75dd0,1
fe24de79b10242e1b466a8d279101f0c,0
a7352583e48341489cd857e48764dd47,1
2ae43c6bc96a439485094dd5c3ce8d8a,1
212295109c514835bb652e49253c0bca,0
b1870612b3224b50b8e6ca619e272072,1
0b809a0829ed44868c0dd5f900f3e51f,0
c1dfefc138584d56b573a8e34e4765c9,0
41bbf888b0f64dbe8f0f9643da4a2e62,1
67830c87f3024a57afe9afd3c86cdccf,0
4437b4c0fac14da2b0716e67fd88528c,0
08daccbf9df0464ba231801c8f1af048,1
67acf5f064364441b7cc6c4fba9ae036,1
67257f82ef1d4461b8e729c24811725b,1
0f228828a3e44818b23c997c3ee24aab,0
d338e2fd44fe402daa87452e1f1528bb,1
85574c979a374c86befb7f7fa76543dd,0
718f0da3aa0a4910808a3665fb28e030,0
07171470ddc249df86159390ba0a0423,0
dab74eb43d7546fc9917e7d1028fb73a,1
c10af5b5a8014d828c89e7c568671c60,1
63429664818c4403be213e6350b37892,0
f48b1a0483cc4425a74637cea85b32d7,0
dca40b8dbe7246769835e7fbefea0802,0
482ff05bd2464b0e84d7afb9e7bc0f16,0
933c2adca8bf45babaf2424069317fb0,0
c5b77fa0be144fd7a1438371f6196cbf,0
269a161d3ebf40ec9eedabd669c4dcfb,0
0de207eea35841fc94a4152415d965e8,0
051b083a71ef4e22836a8fbb1242d784,1
ea03a850408442c68286896ce3b3a15e,1
98a218351a6e463fac088e7399fc006d,0
aa7743435d9a44c5bca7deb1edb7680c,0
2564c605ce2c479893518c74e48a4c9c,0
0a2f0aacd8cb493481ed51c9e7847aae,1
d2ea07573c164b169bda531d5f01e363,1
af0a2536cd1349ea94dacfaf016da00b,0
c8be4c54382348bcbd92de4f39e4cd9f,0
af01c89f2597493b8016141e808bf53d,0
b0fe734b247a48869adf0f9597a50ba7,1
a982816fa6374bb28ed8676b79c53e71,1
f3bea90120084af2a1a8a4daed65d5ea,1
d1a9e7d276034392851f447d90e93a78,1
de5fbe5d14964e8db0a4c148185fdb07,1
21aafd5e0ac34621ba8228d1eac57cf1,1
e1d225a9fdc6453c98594300e9b06e6b,1
536550994aa24700bed8cdebb75d3c02,0
40b0ccf7c1e2400dbe0d7cb02d8cb141,1
00e383cba55f45aab91ebc310211d881,0
a29a438b4f0845859bdb311f21e56976,0
a5ce91f458db46788e1bf5f8c931ee6f,0
66ff222b751e4ef28b489d330e31dbbd,1
811db41e3e804eb9a3c3aa9e4193cf66,0
b1831c1b837145949b102feb99965fa9,1
3f4482ea96eb4cf9a9ebe4804b88e87a,1
75f56c88fb7841ad93952205317af435,0
3c6a4b49a49645ee9cdf8b369d28aa36,1
b3a8a84dd85244a6ad841bc92fa35a4e,1
cba7b09545304bd89d69d051d830dfa5,1
c78d1de3d716439a828881a5de6068df,1
4ff4b561b4eb4ee99f2ccd841ed2cf73,1
0d82d824ea9746c788c94e09768eb718,1
2d0e8e8144d6443dbc22867ca141ce6c,0
dde38646675144aa8a7b37a4808e6d31,1
0a61f262454d4124aa38707acab573aa,1
01b028960b0b400080fb8524cdf3948c,1
2737b642c5c94a8fb76355589f272200,1
e88456fcc8114c4ab93ae3b81eaf960c,0
d1bbfe5feee245209d670523ca24fee8,1
afcf9837cf3c4856ade94b6ed8be149c,1
2d967d3e915248f48d39ed0da4cd09b7,1
b9c24b057cbe4f9babed984dfa66b999,0
6a4f91eb65704a12b1403962e211dd7a,0
64a80a365b304ed89237332623b42576,1
d14966b6c66c493eb3a7054c7131466c,0
367d4e62765e42bd9a53064c46dea892,1
1227d0adb23e465b8aa2d56f87986c0b,1
5d9cbafca6034d308f083a85674ceb2d,1
91c94d083c0b4ff3a465b0301f98c5f3,0
45480517b57345218d55d25da199cdd6,0
30e9da370c894fcb9291f4a3e57e7b13,1
976f1ecc5bed4611afaab51871a21298,0
17cb4154053d405fb8cd185ccddad5ac,0
7f32b1811fd04fdba8b716c49c2b401c,0
ced832aa19ce4865a30480351cf629fa,0
bb1a5054089d41379c816c454870cf95,0
c0a21deec946459498e152a2ca9656d5,1
980ffcb877ee4323beb7c99f74737ea2,1
0e8e4d2f173f45c2a50fba1672847bac,0
9c244fbae2e4469d968f6a589d63c5a0,1
85dffdd434e9459bb86e335fd4afa14a,1
5767a00a6ef34bc5ba7590be2dda90c1,1
d097b64029064ea0aaaf4ed90886b462,1
310a88641a514e64949759e2aa7b1ced,0
503a45cf80db4c29b073dc0b5369545e,1
8e1e909bae094894a3acd939d17f08b5,1
0ace0b575ea34262b638a128ca057707,0
fcd3c24a54624eed9d195f42d16b1934,0
f590d445e3654684a92b1aa6b8e7e585,0
7bd10fb71ddc46a3b7cb88f9c2ae4008,0
726c87d970b349ad910948e4da96e35e,0
500373fd2fd64be5b0fc01fe64164ac2,0
41c7c06701a84a54b74da0ed2d3020a5,0
f6d2f60736d94b92913f45cbb005638a,1
0613a613ecff433aaacf1f76f9e4ba5f,1
d521cea1d66349cba5110a41fd2928dd,1
b947e6f8b2024a338c9957b7fb2eb0aa,0
5d150303befb47f8a81e8f469c1f5334,0
48f5b85ced414322a404b6f0c40ca10b,1
88d04de4d0a0427fa790ebaf9ee6dd16,0
bf0f5b9a90104f97a3fdeacb54002af8,0
ba003a51cfbe42488cdbcebc60e1e4ff,0
f0792c4137a84837a7edf018ce9585d5,1
72af54d194004af99a36b99c5bea27bf,1
30914743e89946a2a2eee65437b35f85,1
f01b802fb6c94d94b95443d107a59e3f,1
df1f4178a90c4ee886c6b3663791e88a,0
f02ff80c118c4196ae939e0abec11015,0
4c91710216614022ba07b19a224b980d,0
f0041a33e06347fbba28b77173a39bc4,0
bf44dbd0a41f4d4ebf522a5bd5d1534a,1
752d20569d814df4b800e98b3e634fa8,1
1aefed58b53e4105864246aac18f5304,1
f91a2c7ef2654484a896f5d39ed94180,0
12ac4ba41a9145559f4ea5844e1ab7ba,1
f11917b051a94916be1e739c104227d0,0
b2688dd9aa0645948145caea351e4940,1
37e5a4f9d6c04cc5b536a5bf2e0f9377,0
93956d7cc1f04ed6a3c0b7c2373ade74,1
e88de50d13bf4d83bb2a8dfa5c8b80b4,1
1f4b6d5a018041dcad98e18f90813127,1
ed983685252b431b8eda69c1bba37b0a,0
1679c3fe48df420da042bfe45c6ce70b,0
792aa5d0231b43688dc19bb942957dcf,0
